Seismic Zone,PGA (m/s²),PGV (m/s),PGD (m),Spectral Acceleration (g),Soil Type,Site Amplification Factor,Historical Earthquake Magnitude (Mw),Fault Distance (km),Seismic Wave Frequency (Hz),Building Height (m),Number of Stories,Structural Material,Foundation Type,Natural Frequency (Hz),Damping Ratio (%),Mass of Structure (kg),Axial Stiffness (kN/m),Bending Stiffness (kN·m²),Lateral Load Resisting System,Predicted Max Inter-Story Drift Ratio (%),Predicted Max Roof Displacement (m),Predicted Base Shear Force (kN),Predicted Structural Acceleration (m/s²),Predicted Damage Index (0–1 Scale),Predicted Collapse Probability (%)
Moderate,0.921711109,1.615276686,0.358276362,1.104367707,Rock,2.264725683,5.08645776,83.03804721,8.393518076,97.68213043,32,Concrete,Pile,1.489985337,5.750595204,406807.2899,3584.842168,1020.733299,Moment Frame,4.894225632,0.734694047,2828.655017,3.174427337,0.921519192,92.15191923
High,0.913330532,1.38733703,0.304054884,1.326463567,Rock,1.429693476,5.395870408,82.46591876,1.612229274,42.59637102,6,Composite,Deep,2.741976399,3.47732078,527917.0082,2560.865212,4251.207427,Moment Frame,3.522131805,1.407963384,3322.06654,0.159044877,0.299963451,29.99634509
Low,1.48695082,1.139164864,0.045200591,1.700174179,Clay,1.812225778,7.144664528,19.69814849,0.92097881,127.3382234,49,Steel,Pile,4.436549253,8.78040582,123448.9525,1306.743221,3199.532167,Braced Frame,2.14209025,1.368318121,4413.510424,4.437562954,0.579140501,57.91405007
High,1.159422234,1.002670758,0.338759266,1.598780094,Clay,1.225583902,4.788195857,70.41297201,6.453576504,195.9868753,40,Masonry,Pile,4.733302219,6.46592133,698190.1897,6396.753205,41310.1579,Moment Frame,3.61016295,0.194560152,396.92393,0.784102036,0.940219104,94.02191043
Very High,0.719211328,1.852625139,0.032983261,0.975826784,Soft Soil,1.262818579,8.380953586,29.77365396,4.772179921,95.55856673,21,Steel,Shallow,0.682673381,1.002166028,383932.1668,8879.812049,42000.14093,Moment Frame,4.513894031,1.81942881,1513.388226,3.351585017,0.719322554,71.93225538
Moderate,1.0903558,0.238196401,0.298475182,1.416909454,Clay,0.850703594,8.826748557,30.45177433,9.088116944,164.41216,7,Concrete,Deep,1.504860483,8.249263612,263520.839,3838.232444,36608.30413,Shear Wall,0.730931564,0.979078761,3477.087672,3.900187409,0.062325502,6.232550238
Low,0.64492266,0.633141545,0.370051007,1.055646082,Clay,2.77284241,5.610363393,30.33845961,3.695573041,104.0179165,7,Masonry,Pile,4.899842804,3.971911031,314410.717,5750.351094,18284.50561,Shear Wall,1.39994391,0.791960429,219.9415976,3.191545468,0.378737147,37.87371473
Moderate,0.420425647,0.764881922,0.106273975,1.039596613,Clay,1.263554663,6.525428709,72.83125651,2.942807408,101.6888061,47,Concrete,Raft,1.49800837,3.881871857,221279.571,6600.271055,41241.46804,Moment Frame,4.604551455,1.911369666,1057.589608,0.575857951,0.085772756,8.577275609
Low,0.935592628,1.586609043,0.420969382,0.295061329,Rock,1.300574529,4.59960503,23.75277814,5.057275571,186.4325812,39,Concrete,Pile,3.524995285,4.447565309,906489.6813,4439.176689,27448.95149,Braced Frame,4.736541212,0.882036469,1132.418462,4.878377768,0.861317596,86.13175962
High,1.399454937,1.985777778,0.016146549,0.314434019,Soft Soil,1.415123152,7.383196011,1.089677689,4.613867239,178.5433444,27,Composite,Shallow,1.416577731,6.672362753,210585.6405,9081.804578,15911.20355,Shear Wall,2.472281723,1.445229625,3363.165743,1.260407781,0.621662701,62.16627012
Low,1.400795328,0.557273978,0.422062619,1.000207146,Sand,1.080297758,6.362667261,71.80844849,3.509837658,158.2310907,8,Steel,Raft,1.910554848,4.978546394,888779.813,3946.174031,22426.56169,Moment Frame,1.935299721,1.31372159,1465.505363,3.176537373,0.956381745,95.63817448
Very High,0.578667389,1.761183935,0.230704196,0.557064626,Rock,2.206378343,5.715263097,17.94728964,6.968038857,62.7698719,9,Masonry,Shallow,1.118139142,6.657719919,593631.2262,1687.602791,4222.620722,Moment Frame,1.485630847,0.338628795,3017.998528,4.006172485,0.019756329,1.975632919
Very High,0.838748453,1.678183245,0.109576382,0.135762734,Clay,0.965314497,5.430766998,11.34375714,7.619662156,111.2766411,28,Concrete,Pile,4.31024093,2.321026495,874078.4076,1868.193401,47300.52565,Braced Frame,2.543882551,1.98237412,4828.474811,4.702256449,0.42308737,42.30873699
Low,0.396290258,0.526849056,0.067755294,1.328826647,Rock,1.095245338,7.443103849,24.51409594,8.544541293,48.65996049,15,Concrete,Raft,4.436714066,9.731480181,500361.0061,8963.147338,31336.70445,Braced Frame,4.679202643,0.932572601,3976.552761,3.059651593,0.1043641,10.43640995
Low,1.493883553,0.858731902,0.476700277,0.155227214,Clay,2.218464798,6.37297664,38.61015171,9.731280387,91.56375612,2,Masonry,Deep,1.625180038,7.566456584,931252.0335,9886.076407,36830.4731,Shear Wall,0.834067174,0.795617319,1697.868883,1.369365331,0.350487823,35.04878226
Low,1.473565071,0.878378452,0.037260128,1.11197063,Clay,1.547253365,5.308466801,48.11472642,2.739896302,99.42154782,7,Concrete,Deep,4.153231156,3.251863965,250916.2064,3244.90958,34152.58515,Braced Frame,2.157170129,1.840030851,2388.379846,4.199531185,0.161886823,16.18868234
Low,1.009312502,1.95861927,0.100347617,1.01662945,Rock,2.357485219,7.600990867,5.412434031,7.189325477,167.1698078,47,Composite,Raft,1.91955992,7.517529173,576957.1652,1864.225894,33719.74924,Moment Frame,4.566878499,1.06318429,1043.335815,0.899777833,0.32879376,32.879376
Very High,1.226179684,0.443694613,0.174563351,1.746984974,Soft Soil,2.026334438,7.042825274,97.08675993,4.003156531,179.7255312,18,Composite,Raft,0.67529323,6.175229106,169546.756,5081.016677,1845.788289,Moment Frame,1.810684424,1.413103154,127.814051,0.209183898,0.819262005,81.92620047
Moderate,1.101140226,1.618400145,0.31049719,0.923162337,Clay,1.363246581,8.364024247,71.89024229,6.803111522,85.85091217,22,Composite,Shallow,3.838766707,1.982700968,474859.2709,7240.516604,26743.19271,Braced Frame,3.863598895,1.694029634,1484.091221,4.549929406,0.160699326,16.06993265
Low,0.930421507,0.734966157,0.272855742,0.208122442,Soft Soil,2.231821491,5.028641545,32.99621247,4.812218734,8.452366789,10,Composite,Raft,3.062941995,2.603767841,591408.5118,6317.827627,41263.8012,Braced Frame,2.007372953,0.478633847,1878.572625,2.919405894,0.473664757,47.3664757
Low,0.174687196,1.488653657,0.063696103,1.037869545,Sand,1.055802097,8.035499709,32.55102847,9.938353717,173.0458988,33,Concrete,Shallow,1.51703573,1.371773277,625391.4611,9535.52773,3181.423719,Braced Frame,4.044140724,0.347238505,2843.617506,0.441243305,0.921583134,92.15831341
Very High,0.73667008,0.898020908,0.145574264,1.52986349,Clay,1.980102843,7.530825541,45.40571239,7.316131144,38.98434231,7,Masonry,Pile,1.414398754,8.283142645,397252.3571,8268.889898,47852.11851,Braced Frame,4.906911515,0.146328543,4723.129914,2.940673997,0.998779288,99.87792879
Very High,1.044700823,1.19888355,0.120137134,1.794643783,Soft Soil,1.761725831,5.017549216,62.99823745,9.529663874,126.266983,3,Masonry,Shallow,4.882992178,5.965342773,122518.8601,8755.235568,21783.82447,Shear Wall,2.000327852,1.795295265,4741.867762,0.810569425,0.250641118,25.06411182
High,1.048544259,1.681962369,0.107557884,0.831583395,Soft Soil,1.389321882,7.626693284,15.49093359,8.36619854,9.869325585,14,Masonry,Raft,4.340004996,3.850737838,672559.7678,5645.838009,15204.87911,Braced Frame,4.240983407,0.408730519,396.9865794,0.253791431,0.935568171,93.55681708
Low,0.622371666,1.627914573,0.206161024,0.644507862,Sand,2.128810995,6.4869628,19.70405156,9.038720011,82.90376268,44,Masonry,Raft,4.087031981,2.137104118,514010.2674,3609.114337,27059.24672,Shear Wall,4.943242442,0.622430548,3092.496114,0.670967833,0.261388681,26.13886808
High,1.418368781,1.746204049,0.352311695,1.641310605,Soft Soil,2.716933903,8.752431535,86.0840237,8.162750052,197.2622589,46,Steel,Pile,0.814485001,5.356412884,180034.9233,7166.492099,40259.4952,Moment Frame,4.920767701,0.578755783,259.6456219,3.8980264,0.413528499,41.3528499
Very High,0.334299845,0.213272918,0.109509013,0.425111619,Soft Soil,2.997590339,5.137251078,26.36923747,4.645675391,24.63525222,36,Masonry,Raft,3.824898916,5.72735212,939082.1709,4671.00388,24262.99803,Braced Frame,2.2254783,0.616130095,3258.00132,3.802738434,0.877923612,87.79236122
Very High,0.800503225,1.414896051,0.183972761,1.146229156,Sand,2.137078091,7.392750259,38.6393048,2.592705688,87.62016464,13,Steel,Raft,1.229793062,7.317536509,957885.2291,3233.665285,32610.17815,Shear Wall,2.480229491,1.339441642,632.6301583,3.061158861,0.786176105,78.61761049
Moderate,1.067237567,0.365976016,0.196067796,0.789714521,Clay,1.690352924,6.218910205,87.25591324,3.766169737,64.89424029,16,Steel,Deep,4.891466927,9.729434894,863775.9658,1946.571514,25495.80501,Braced Frame,1.586667652,1.908685982,4734.693984,1.125708621,0.857487557,85.74875572
Low,1.075990128,0.890055279,0.488251808,0.16984002,Soft Soil,1.29545562,8.805666018,66.65163511,0.300338703,181.4921841,16,Composite,Deep,0.450028102,4.914509774,851674.8855,5514.804975,31932.34058,Moment Frame,1.638691942,0.665612338,4328.476479,3.720938622,0.800256679,80.02566793
High,1.008094539,1.142317989,0.477378512,0.690390406,Soft Soil,1.365611397,5.984887029,34.82947605,5.287532358,174.521321,5,Steel,Pile,1.890264721,4.654307859,143737.7121,6145.408888,7763.514845,Moment Frame,2.513106051,0.821217838,160.5277112,2.099421809,0.235061005,23.5061005
Very High,0.485403499,0.865205021,0.400268654,0.550888488,Soft Soil,1.854800952,8.829836593,68.68625503,5.100072223,51.35125826,25,Concrete,Shallow,2.257509636,4.329370041,993749.1041,5903.463985,2894.505923,Moment Frame,1.082541091,1.544582498,3921.552036,2.602692724,0.558795115,55.87951154
Very High,0.318689196,1.087262184,0.121587801,1.266354962,Rock,1.608010943,8.55668633,2.948638323,5.299979602,20.83161847,38,Steel,Deep,4.156173975,8.442315181,430361.6459,1607.209453,7708.168879,Braced Frame,3.584504151,0.870352509,3197.69073,4.498439397,0.385250718,38.52507184
High,0.990316458,1.993399987,0.03495062,1.712943846,Sand,2.81039195,5.716724559,73.82862334,9.742909127,127.2919868,38,Composite,Shallow,3.877869526,2.406854993,204965.0601,5914.879536,15006.06909,Braced Frame,2.72791182,1.852825108,2502.077494,2.343501866,0.459710968,45.97109684
Moderate,0.939022963,0.356912896,0.159135165,0.555680219,Rock,1.610250029,8.115937996,49.21458801,9.123394634,70.59189882,38,Steel,Raft,1.999962296,4.094316133,821496.6418,2099.934015,13414.44706,Shear Wall,4.5005325,1.011403921,3033.040709,3.169194154,0.153956302,15.39563021
Very High,0.351098414,1.383366486,0.13413048,1.479492097,Sand,1.621578101,8.980218908,81.50503258,1.700956505,136.0564562,39,Concrete,Deep,2.914689409,7.524737244,264444.23,6805.284572,31143.59213,Moment Frame,4.071853926,0.701992363,3407.337799,4.81258231,0.315767559,31.57675592
Low,1.087194804,0.852401836,0.253456974,0.194111689,Clay,1.643775927,5.63698351,95.50912755,3.751936963,11.26335243,48,Concrete,Pile,4.210856785,1.141254418,549866.5546,4579.147968,23338.58178,Braced Frame,1.680108453,1.943429243,4428.064504,2.311810504,0.857647121,85.76471214
Very High,0.737240788,0.352718618,0.389086227,1.014805717,Clay,2.640564463,6.465497262,92.6530664,4.297166177,31.01285086,41,Concrete,Pile,0.287358042,3.604426512,171615.2619,8563.491584,2901.78707,Moment Frame,2.578442653,0.857305933,3848.420422,2.847566701,0.89755841,89.75584099
Low,1.034864828,0.40159985,0.429303147,0.219935108,Soft Soil,2.231734306,6.840813315,91.0172393,3.669275887,138.8425854,26,Composite,Pile,4.050454878,6.773024465,500913.4371,7893.524576,2708.42941,Moment Frame,3.777523145,0.470037994,2898.120206,2.963631662,0.610153084,61.01530839
High,1.272313912,1.903618902,0.422587179,1.687856085,Sand,2.151171471,5.827190111,51.70482564,8.00511004,46.41227778,13,Composite,Deep,4.745100922,2.673568882,580234.4187,7381.629489,5438.812104,Shear Wall,1.046680625,0.363624621,4131.847521,1.279486638,0.498267257,49.8267257
Low,0.3376198,1.771242844,0.180478105,1.402797177,Clay,1.535114649,4.568691778,36.6540693,5.287972932,172.2295968,44,Masonry,Shallow,0.353909703,3.724395122,473627.762,7157.002444,18300.97671,Shear Wall,0.254828876,1.990410838,4935.268635,3.710918105,0.712839688,71.28396881
High,0.126802815,1.823379725,0.343929937,1.218514849,Sand,2.599389189,5.490581599,47.03849715,5.763788188,16.4252231,26,Composite,Raft,0.418788738,5.37440567,116012.4835,5824.636375,1302.964597,Shear Wall,4.276292179,1.508445509,1535.901003,3.660521439,0.60885325,60.88532502
Low,1.190743621,1.983912274,0.157104265,1.500623849,Clay,0.884400495,5.76871598,69.29970433,8.544834234,47.01898664,1,Concrete,Shallow,1.853667227,4.798212094,510692.0791,1080.578973,25205.37601,Shear Wall,0.773996262,0.823232997,636.1824354,1.146428033,0.983675006,98.36750063
High,0.953576395,0.495799241,0.031391866,1.200783652,Rock,2.715753779,6.496198656,88.51577991,8.078688719,199.7192485,8,Concrete,Shallow,0.621293906,1.95424471,495495.7013,6727.151424,18672.81355,Moment Frame,4.458116012,1.654463052,3670.668891,0.16535642,0.190088792,19.00887922
Low,1.079495397,0.775334741,0.351081068,1.747205475,Clay,1.92804978,5.269961153,21.491644,1.408894076,89.44984,4,Composite,Raft,2.500525185,9.4441179,298539.2634,4935.760687,28216.62382,Shear Wall,4.576679317,1.098144198,4894.051853,4.994813696,0.449044726,44.90447262
Moderate,1.273416965,1.371516157,0.005903949,1.313728511,Rock,1.676150517,8.429644605,91.90112269,7.167754382,142.0783044,21,Steel,Raft,3.697811288,1.398634485,925521.5197,4960.769783,36320.43618,Shear Wall,2.357432147,0.641605252,627.69431,2.949779892,0.918240502,91.82405023
Low,1.223935309,1.019224826,0.205182111,1.671919636,Clay,1.893768018,7.672100097,81.70284297,4.410817676,40.61929453,22,Composite,Deep,2.921116328,7.747684808,446902.7161,4100.710857,13297.66796,Shear Wall,4.053230391,1.489337759,2186.950927,0.987057008,0.91473706,91.47370599
Low,1.445288206,0.894940113,0.165360255,0.979124216,Soft Soil,2.268314167,4.883402149,97.9067455,3.01702414,123.9244033,37,Composite,Deep,1.142873164,1.64280494,870910.0064,9326.173691,8697.098734,Shear Wall,1.879637107,1.49433053,358.2248288,1.489470864,0.495346847,49.53468466
Moderate,0.85030911,0.779841374,0.346995392,0.299009502,Rock,0.828083938,7.42541603,88.14492555,0.595186327,146.5906833,49,Concrete,Deep,3.34309424,5.205662227,154180.6382,2869.787036,14624.62424,Moment Frame,4.305496288,1.005336766,3893.833117,3.127181007,0.134809002,13.4809002
Very High,0.783893886,1.228183201,0.383356491,0.997902126,Clay,2.717414084,7.441454144,28.71379564,4.923770647,66.32294399,3,Masonry,Deep,3.4873015,2.578701625,352933.42,3507.647307,1086.395916,Shear Wall,4.140941232,0.099865097,4746.108143,0.774316347,0.814957967,81.49579675
Very High,0.66264208,1.193627514,0.152743223,0.315683808,Soft Soil,1.782826956,8.802995281,11.48963522,3.618823139,166.6349368,19,Concrete,Deep,4.675740587,2.269880168,217514.3111,9648.887436,6880.634821,Moment Frame,0.48474011,0.163274748,2520.021065,0.282675122,0.585165187,58.51651865
Low,0.31516746,0.406769885,0.40600188,1.107238915,Rock,1.554526343,4.513593921,12.11186613,2.589979093,122.6664278,1,Masonry,Raft,0.904625107,2.133081789,437990.2485,8196.460485,37790.68782,Braced Frame,2.95474853,1.579611463,2077.129679,4.012551189,0.773166016,77.31660159
Moderate,0.901650126,0.996305691,0.147664463,0.920238203,Soft Soil,1.104140244,5.615696024,29.83110854,6.977250123,80.87898687,29,Concrete,Shallow,3.523213592,5.07507973,156054.8528,633.8209155,11917.53528,Moment Frame,3.235994628,1.648717988,4543.209165,3.607646597,0.462523631,46.25236314
Low,0.487817534,1.151596375,0.223716854,1.158378176,Sand,1.766823824,8.675061657,61.80418867,7.717905334,113.7402667,23,Composite,Deep,4.57485065,5.639364184,468983.0656,9108.022199,49720.68206,Moment Frame,0.104200724,1.3597966,710.2725271,1.617048076,0.203883922,20.38839219
High,1.389830517,1.183545184,0.363782245,0.117079868,Sand,1.891910097,8.694602619,80.62771228,2.523416238,117.4683653,33,Concrete,Deep,2.607507936,2.200460442,386177.2063,2653.149339,9223.744547,Shear Wall,4.901599762,1.679746465,4463.342342,0.386607751,0.023989407,2.398940748
High,0.916467126,0.499203667,0.346767194,0.431228836,Rock,1.688022728,7.742638887,90.02578039,0.589529623,37.27938208,41,Concrete,Shallow,1.936638463,9.814561572,262149.2949,7206.359122,39649.81406,Braced Frame,2.092181117,1.441780066,1991.023714,2.482727463,0.559138269,55.91382688
Low,0.929976253,1.510315645,0.493696868,0.935261734,Clay,2.293052206,7.945934945,62.75158505,8.502651736,83.53281212,23,Concrete,Deep,1.019597572,3.319892982,660070.4414,5754.19452,35547.17912,Braced Frame,2.634981709,1.794899895,2819.061741,1.453312821,0.161046179,16.10461789
Very High,0.596894525,0.14787828,0.113355351,1.715856055,Rock,1.725972363,4.911673311,1.557499962,0.198601438,71.96896466,5,Composite,Shallow,4.360577055,5.129572056,953365.9137,5599.712894,16784.475,Braced Frame,1.054539991,0.309292563,2665.04592,2.049118165,0.187137209,18.71372086
Very High,0.172785093,0.774180526,0.331496639,0.752135369,Soft Soil,2.915118671,6.812441257,19.44536088,9.37741369,83.1760309,7,Composite,Shallow,2.092382599,2.946426018,246757.7999,7320.252572,17206.21803,Braced Frame,3.09350103,0.781605641,3099.096913,1.442449797,0.436305631,43.6305631
Low,0.144441272,1.582404032,0.305231272,0.821432444,Clay,2.118410539,5.542123461,10.87289418,6.313436752,153.4165648,6,Composite,Raft,4.639435728,5.445303809,726201.2979,2468.223983,28614.02747,Moment Frame,4.072037345,0.93358048,4713.510403,0.958811338,0.442077073,44.20770734
Low,0.692669202,1.17139655,0.457634129,1.314983351,Sand,2.576451458,5.315481196,36.96912308,3.286281688,99.09498946,49,Composite,Pile,4.269239831,7.804149242,755261.8448,2010.738742,42766.33078,Braced Frame,2.970872494,0.602350952,4758.07881,1.996249955,0.27438709,27.43870902
High,0.218391529,0.596208622,0.079024709,1.126447687,Clay,1.040582987,8.146364846,50.63374837,2.540131305,188.3616499,22,Masonry,Raft,2.007871289,5.689918129,523214.4906,6693.169764,19923.16026,Moment Frame,3.961371724,1.453479232,4164.183922,4.827981205,0.131922208,13.19222084
Very High,0.949585738,1.420410927,0.376147284,0.608174455,Sand,1.674040844,5.107671615,5.296320679,0.189156076,62.2669006,49,Masonry,Pile,2.954788683,3.570839836,902784.9288,3260.502675,3997.814165,Moment Frame,3.682429008,1.825753237,998.1431813,1.404516548,0.944952752,94.49527518
Low,1.333362208,1.178042794,0.28456604,0.798387872,Clay,1.541064943,6.608932366,35.4993196,2.431167028,86.06219777,13,Steel,Pile,0.330435374,3.235569479,968070.5628,9752.526973,19346.53967,Moment Frame,1.264523276,0.830839577,1700.905806,1.746236556,0.131640616,13.16406159
High,1.336080743,1.612862858,0.138058269,0.470089658,Clay,2.052861254,8.723602078,18.73878779,1.463510185,158.456578,12,Composite,Pile,1.463462734,7.830409656,394134.1295,4789.362471,11158.32099,Braced Frame,2.235482921,1.88366851,2464.733009,1.713285964,0.350772585,35.07725846
Very High,1.022663574,1.496547854,0.237743022,1.742236481,Clay,2.694449744,5.33624425,65.05994646,6.160445585,111.4747957,4,Masonry,Deep,3.609309673,2.064143582,668481.6331,1560.17169,47021.14384,Shear Wall,0.828271734,1.038370125,4532.03165,2.453415217,0.304867993,30.48679926
Moderate,0.395724564,1.259205052,0.167554522,0.322078449,Soft Soil,0.972344079,8.900970407,46.96296456,1.748801327,111.6704886,8,Concrete,Raft,3.45397254,4.32969845,679101.987,7015.244079,35166.44297,Shear Wall,0.305485788,1.049806097,2628.280878,4.23317714,0.866337897,86.6337897
High,1.308195564,1.027537583,0.290077388,0.732122534,Soft Soil,0.959664556,8.974295936,50.03644705,5.333435392,15.40133179,37,Composite,Pile,1.896173406,2.36334445,433453.7499,3408.513278,3490.800546,Braced Frame,0.409037881,1.204436886,4888.30654,2.070400699,0.410062448,41.00624485
Very High,1.340530809,0.353046039,0.444611305,0.143926253,Rock,2.670698958,7.000277196,43.34148702,5.942152581,82.72693423,31,Steel,Shallow,4.081318553,3.321782464,350951.5208,1911.580562,15356.43833,Shear Wall,4.718249656,0.54397882,4920.0138,4.050125024,0.124043499,12.40434992
Very High,0.375315019,0.596532734,0.285083187,0.477025136,Rock,1.268270189,5.265642331,95.64595134,3.050612814,57.79307782,37,Steel,Deep,1.332013049,2.374149092,937056.9883,4516.821947,3460.582281,Shear Wall,4.92423355,0.772887433,3012.992084,0.663559336,0.010261028,1.02610284
High,1.13239652,0.896288999,0.316229487,1.426800935,Sand,2.27125716,5.922471996,22.25877739,0.447142995,199.870349,45,Steel,Raft,2.414098559,8.980952577,800482.4718,9660.111642,41670.81685,Moment Frame,0.565389789,1.110942531,4393.601931,4.485045303,0.721949603,72.19496035
Moderate,0.501127368,1.238668645,0.259855176,0.441997895,Soft Soil,1.994331891,6.410217747,52.14976172,0.468813418,65.12923877,26,Concrete,Pile,2.468147049,7.587137791,158741.3377,4408.590476,45408.52369,Moment Frame,1.742447832,1.884545942,4996.152425,1.007990009,0.714501093,71.45010926
High,1.223696437,1.076044925,0.026531588,0.236107784,Sand,2.632365909,5.89195901,73.86571947,0.360838589,177.4768243,43,Masonry,Shallow,1.835920491,6.048345214,163889.868,3799.670774,6501.700686,Braced Frame,0.660661333,1.288958231,4256.096764,0.292087346,0.417783671,41.77836713
Very High,1.49613306,0.647550599,0.11719642,0.906570406,Rock,1.075195602,5.762860109,56.1275969,7.417334205,136.8655783,8,Concrete,Raft,4.782397285,3.019827002,926415.6304,4722.83514,22574.21225,Braced Frame,4.187721235,0.67290195,3301.709515,0.875936954,0.126308,12.63080003
Low,0.142036407,0.11228228,0.246508863,0.116947699,Sand,1.085522525,8.875033691,92.97306769,3.248296078,71.47869979,40,Composite,Raft,3.544083361,5.592041445,127339.2768,615.0992032,46662.28081,Shear Wall,2.531855749,0.030832461,4233.410951,1.034673977,0.371633813,37.16338126
Low,1.356312212,1.042854522,0.155807407,0.244102463,Rock,2.025000393,5.190141723,38.41886721,7.983371841,110.9892038,33,Steel,Deep,2.78815681,5.687498858,704000.2789,1764.464617,8115.372649,Moment Frame,3.144182604,1.963514643,459.1425559,2.591670225,0.589882451,58.98824509
High,0.971682747,0.642689378,0.091700035,1.472963978,Soft Soil,2.882033037,7.799975589,46.90390477,4.374154956,168.9044966,45,Concrete,Raft,2.650472448,6.313633531,265420.3346,8571.908872,15303.27594,Braced Frame,2.745563242,0.99103927,3192.365522,2.304697634,0.703942942,70.39429418
Very High,1.462735667,1.495755771,0.252562288,1.411504686,Clay,1.712995068,4.501846302,9.763709206,4.584681198,177.2568181,29,Concrete,Deep,0.964621244,1.540766415,83426.0756,9791.326915,15909.45786,Braced Frame,3.580242561,1.877605365,1121.78406,3.607784643,0.078239892,7.823989243
Low,0.751013325,0.145497904,0.162082087,1.655735995,Soft Soil,1.519272621,7.182822012,61.29091199,5.177537765,36.27680563,5,Masonry,Pile,1.986497106,9.756117741,106655.6688,2000.444113,2472.857298,Braced Frame,1.663747992,1.103197015,624.5150707,0.34966032,0.556307471,55.63074706
Very High,1.286343103,1.211172841,0.129795714,1.552676241,Sand,2.134716511,8.621743518,29.53298488,7.159011418,71.21676254,28,Masonry,Deep,3.429311911,5.188950735,404845.9985,5587.419275,2777.3885,Braced Frame,0.773717437,1.214875072,4469.712699,2.538760632,0.276124078,27.61240784
High,0.187351696,1.888801051,0.232528723,1.261398458,Sand,2.846986921,5.795703423,16.87059491,2.807678372,70.36852014,40,Steel,Shallow,4.637937054,9.338785967,123709.0291,9680.167621,47686.84853,Braced Frame,0.186338013,1.426705389,3216.242472,1.729109012,0.617266287,61.72662871
Low,0.56939067,0.431377608,0.067508845,0.188965857,Soft Soil,2.641241232,5.334866889,54.908598,1.30371476,13.19873523,17,Concrete,Deep,4.119027485,1.088273032,616807.2399,1987.523074,28983.53784,Braced Frame,2.283895154,0.64874171,1255.555402,3.190461027,0.648140123,64.81401229
Very High,0.193823153,0.996134032,0.463945121,1.430842651,Soft Soil,2.990063944,7.432559077,53.69871607,5.604967618,121.6563632,23,Concrete,Shallow,1.641871059,3.228025561,664891.7858,2269.941366,16025.76775,Shear Wall,4.548388701,1.400978082,1964.572374,0.314128648,0.910603702,91.06037018
Low,1.465480387,0.273701784,0.433983347,1.537368378,Rock,0.849650883,7.706706333,8.511292481,3.33707847,171.6899103,45,Masonry,Deep,2.282991803,1.935960133,404795.1434,9304.755362,19555.05837,Moment Frame,1.595806036,1.058315901,4867.718899,0.271180564,0.410378375,41.03783754
High,1.24376347,1.288795633,0.354102672,1.458439648,Sand,1.048287918,7.596137335,70.1233299,4.480664005,79.40700563,9,Concrete,Raft,0.598004099,7.926545596,755734.1719,7204.032641,36027.30351,Moment Frame,1.060188424,1.3482351,4317.801162,2.193532847,0.53759066,53.75906601
Very High,1.29356639,1.146010193,0.0540007,0.96441436,Sand,2.140829079,5.93692596,62.75344687,6.504772413,149.3070093,2,Concrete,Pile,0.690427151,3.881125446,515540.3942,1943.683525,18959.34297,Braced Frame,4.637609457,1.673308189,127.1298877,4.075563448,0.268215123,26.82151228
Low,1.413151324,0.873994496,0.38816275,0.495933126,Soft Soil,2.605268167,5.63491081,19.71271099,4.991844837,127.4015807,32,Concrete,Shallow,2.457105858,8.564432576,458717.0782,4238.180376,12160.25975,Moment Frame,0.61669833,0.376615969,4900.014926,3.388360914,0.286557024,28.65570241
High,0.219144881,1.090616341,0.404170707,1.537060959,Clay,1.427537553,8.8016346,47.47405135,6.240760289,78.25150342,49,Masonry,Deep,2.745053153,8.491468291,436638.6844,1034.56447,5990.029738,Moment Frame,0.353825064,1.230966312,1874.220893,0.18185985,0.046033782,4.603378156
Low,0.63983663,1.803491851,0.384114544,1.336176777,Sand,1.326264394,8.654847787,72.31196873,5.487580021,32.5066609,31,Steel,Deep,1.467330059,7.010153135,459551.163,4610.379572,36717.71757,Moment Frame,4.409124557,0.113701544,3492.319922,0.974513262,0.286068942,28.60689423
Low,0.199448845,0.472959174,0.057868978,1.767293996,Clay,2.531346759,6.557924745,53.41413831,7.423984082,143.3181513,7,Composite,Deep,3.285356908,6.992036232,969493.2674,7890.064198,9847.685817,Braced Frame,3.534455972,0.213209027,3577.748995,1.210984176,0.06382869,6.382868959
Moderate,0.395110342,0.142872572,0.322310071,0.364677416,Soft Soil,0.924040078,8.307872398,40.15341854,7.088772515,171.6402079,30,Steel,Raft,3.576227291,7.301437229,697336.707,5762.734519,4412.765226,Braced Frame,2.168136327,1.352442529,4562.837957,2.172988745,0.963915791,96.39157906
Moderate,0.421112088,1.737163281,0.417328073,0.483629791,Soft Soil,1.612641825,6.535455649,32.91150735,5.388479929,138.741626,3,Composite,Raft,1.635757432,7.063874512,349449.3548,6650.700157,21920.76783,Moment Frame,3.786485468,0.151165927,4431.051337,2.974906851,0.624263235,62.42632354
High,0.756750095,1.196522457,0.289099347,0.460056855,Rock,1.91278029,6.409750581,61.4289928,6.821139907,8.486304387,9,Concrete,Shallow,3.840438683,4.482175219,747166.8767,3604.791256,2938.977129,Moment Frame,3.733055765,1.194761982,1444.561478,1.160654852,0.173148561,17.31485612
Moderate,0.475987034,1.792251065,0.32355728,1.447317605,Sand,2.032767084,5.205433264,93.97176113,8.748240062,47.16541441,10,Steel,Shallow,1.186903611,7.145448801,363754.0189,2033.261219,48284.90486,Braced Frame,0.29629676,0.447825071,3235.500618,1.9743197,0.11676636,11.67663598
